"","X","MachineID","MachineModel","ServicePeriod","No.Replacements","No.schservice","No.Repairs","mean_Compreplaced","min_Compreplaced","max_Compreplaced","mean_schrepair","min_schrepair","max_schrepair","mean_comprepair","min_comprepair","max_comprepair","error2","error3","error4","error5","error1","Noaction_Errors","Range_Sensor1_Noerror","Mean_Sensor1_Noerror","Range_Sensor2_Noerror","Mean_Sensor2_Noerror","Range_Sensor3_Noerror","Mean_Sensor3_Noerror","Range_Sensor4_Noerror","Mean_Sensor4_Noerror","Range_Sensor1_error2","Mean_Sensor1_error2","Range_Sensor2_error2","Mean_Sensor2_error2","Range_Sensor3_error2","Mean_Sensor3_error2","Range_Sensor4_error2","Mean_Sensor4_error2","Range_Sensor1_error3","Mean_Sensor1_error3","Range_Sensor2_error3","Mean_Sensor2_error3","Range_Sensor3_error3","Mean_Sensor3_error3","Range_Sensor4_error3","Mean_Sensor4_error3","Range_Sensor1_error4","Mean_Sensor1_error4","Range_Sensor2_error4","Mean_Sensor2_error4","Range_Sensor3_error4","Mean_Sensor3_error4","Range_Sensor4_error4","Mean_Sensor4_error4","Range_Sensor1_error5","Mean_Sensor1_error5","Range_Sensor2_error5","Mean_Sensor2_error5","Range_Sensor3_error5","Mean_Sensor3_error5","Range_Sensor4_error5","Mean_Sensor4_error5","Range_Sensor1_error1","Mean_Sensor1_error1","Range_Sensor2_error1","Mean_Sensor2_error1","Range_Sensor3_error1","Mean_Sensor3_error1","Range_Sensor4_error1","Mean_Sensor4_error1","Max_Occuring_error","Max_replaced_Comp","Max_service_comp","error2._NO.Comp_replacements","error3._NO.Comp_replacements","error4._NO.Comp_replacements","error5._NO.Comp_replacements","error1._NO.Comp_replacements"
"190",190,"MID11040","model3",22,12,2,17,31.5,15,75,150,150,150,39.61538462,15,90,3,4,0,5,6,3,121.6844,171.074825175088,423.9892,447.290914307154,87.04601,100.752948191596,46.499,40.5506441845923,12.5806,182.317633333333,30.7099,345.3072,42.5827,122.8047,6.925,38.5306166666667,16.6104,179.255275,130.8225,373.8727,42.5827,119.655175,7.05396,39.321625,121.6844,171.074825175088,423.9892,447.290914307154,87.04601,100.752948191596,46.499,40.5506441845923,49.14,173.24844,57.9079,459.16012,20.70682,102.220816,17.1495,51.938032,39.1294,180.323866666667,109.1117,405.900583333333,23.56276,100.28388,9.07292,37.4880283333333,"error1","Component4","Component2, Component4",4,4,0,5,5
"191",191,"MID11041","model3",21,6,0,23,54,15,90,0,0,0,28.83333333,15,129,2,1,0,3,6,5,118.208,171.213291786473,439.161,448.342120027503,92.41005,100.785539729966,43.13283,40.4033265383173,4.25530000000001,175.24675,112.0172,415.6632,10.7894,96.4861,9.70736,46.82075,0,177.3744,0,359.6546,0,101.8808,0,41.96707,118.208,171.213291786473,439.161,448.342120027503,92.41005,100.785539729966,43.13283,40.4033265383173,25.8577,173.402666666667,35.4407,435.6942,10.28168,98.6313366666667,12.43521,52.49537,55.7217,175.577216666667,149.2847,460.454066666667,22.18232,96.0571316666667,13.4273,42.9092316666667,"error1","Component4","None",1,1,0,3,2
"192",192,"MID11042","model2",21,13,2,14,27.27272727,15,45,0,0,0,32.90909091,15,75,4,5,4,4,1,1,118.2781,170.52613301238,426.686,446.155229523571,96.86724,101.245133308741,45.98196,40.5047150706515,16.8806,164.58005,110.1466,368.133175,11.50955,96.0493075,15.26803,45.61087,23.7681,167.08226,151.7235,387.20554,11.50955,95.874008,15.26803,44.724638,32.1417,182.2784,118.2655,467.90255,31.0274,121.2009,14.474,38.48193,31.7731,166.2199,189.5421,416.1871,28.22046,98.057835,6.92607,46.123325,0,199.7439,0,428.1418,0,105.2221,0,38.94958,"error3","Component2, Component3, Component4","Component2, Component4",5,5,4,5,1
"193",193,"MID11043","model3",21,4,3,20,75,60,90,90,90,90,29.3125,15,75,1,1,0,3,0,0,117.048,170.463777179615,441.9732,447.778201523857,95.12465,100.539737762928,43.4834,40.3890201761179,0,158.3058,0,368.5134,0,88.98176,0,40.83678,0,158.3058,0,368.5134,0,88.98176,0,40.83678,117.048,170.463777179615,441.9732,447.778201523857,95.12465,100.539737762928,43.4834,40.3890201761179,29.8222,176.722033333333,64.2247,449.2823,10.6493,107.466666666667,15.05023,51.87572,117.048,170.463777179615,441.9732,447.778201523857,95.12465,100.539737762928,43.4834,40.3890201761179,"error5","Component4","Component1, Component2, Component3",1,1,0,3,0
"194",194,"MID11044","model3",21,9,2,23,36.71428571,2,90,0,0,0,28,7,75,3,3,2,3,4,5,116.844,170.894791735434,410.6326,446.748203900975,81.31396,100.823338820955,39.29193,40.4958298674669,55.4532,155.688833333333,43.2655,377.683766666667,9.94191000000001,101.938763333333,14.60007,38.89672,68.1036,165.0466,141.8679,424.584333333333,5.80021000000001,100.386563333333,14.60007,37.5022,18.9615,167.72435,34.7241,467.79585,16.54761,107.472195,4.34793,45.939865,4.50880000000001,177.6061,157.6889,418.977333333333,45.70094,110.463816666667,14.67778,46.51886,42.0035,186.379375,74.3212,431.761475,15.24753,101.8510425,11.50235,35.58148,"error1","Component4","Component1, Component4",3,3,0,4,3
"195",195,"MID11045","model4",21,7,1,24,30,15,75,0,0,0,26.64705882,15,93,3,3,0,3,2,1,114.2327,171.166469886293,413.9708,447.046732787705,108.1349,100.839561719355,43.28446,40.3572791365738,13.0525,169.0528,137.9576,372.7258,18.50924,102.60272,8.97848,37.8275966666667,13.0525,169.0528,137.9576,372.7258,18.50924,102.60272,8.97848,37.8275966666667,114.2327,171.166469886293,413.9708,447.046732787705,108.1349,100.839561719355,43.28446,40.3572791365738,34.7178,167.007233333333,52.2766,484.169266666667,9.68337,93.0199866666667,4.48602,42.0239066666667,23.3192,187.495,26.4923,428.10115,0.379780000000011,93.75345,5.00489,37.021725,"error2, error3, error5","Component2","Component1",4,4,0,2,3
"196",196,"MID11046","model3",21,6,3,25,45.75,18,75,488,488,488,21.73684211,15,60,3,2,0,3,2,2,128.8448,170.781948044483,406.8084,445.722545420467,90.02421,100.707067144821,48.80153,40.4793176046483,11.5138,155.461566666667,174.7479,379.0416,33.14624,103.889153333333,10.99179,39.6693933333333,8.38799999999998,157.9015,35.9433,326.78285,7.94624,94.16478,4.63336,36.77769,128.8448,170.781948044483,406.8084,445.722545420467,90.02421,100.707067144821,48.80153,40.4793176046483,56.9662,170.537166666667,145.552,397.574233333333,15.78595,87.9759433333333,6.19627,48.1509333333333,25.7328,180.5775,28.6778,432.8839,2.36287,95.982805,3.1996,50.05125,"error2, error5","Component4","Component1",2,2,0,3,2
"197",197,"MID11047","model2",22,11,1,17,31.5,15,45,0,0,0,27.6875,15,128,2,2,4,5,3,4,125.0078,170.762578761726,408.4745,447.86074641651,90.94311,101.428132746717,51.21889,40.6013467917448,1.12539999999998,173.343,197.7896,420.8123,2.13589999999999,109.79025,10.29851,37.102055,26.9449,186.25275,158.5854,401.2102,7.3381,114.52725,3.03106,40.73578,35.7083,170.048325,135.09,494.4868,8.87050000000001,128.154225,6.17605,40.7261275,16.824,168.20472,112.8399,457.8352,24.89028,98.386562,6.27782999999999,52.30924,32.2833,182.7951,33.1551,441.478233333333,15.34491,104.99143,9.37904,39.3842333333333,"error5","Component4","Component1",1,1,4,5,1
"198",198,"MID11048","model2",22,14,0,20,26.91666667,15,60,0,0,0,28,15,60,4,6,3,3,4,3,113.6109,170.8463591995,445.3557,445.251699699812,94.7726,101.087629278299,40.4848,40.4557422501563,23.6123,166.552675,101.0613,365.061,7.29507,98.0943075,13.64877,41.59004,30.1023,168.9244,128.5659,387.092566666667,9.40456999999999,97.8622433333333,13.64877,40.9507716666667,2.94039999999998,182.774333333333,63.5294000000001,497.270866666667,8.7505,128.671266666667,12.03229,43.89862,9.15200000000002,179.564166666667,48.3908000000001,493.096266666667,37.38547,103.883883333333,9.51961,45.8979466666667,49.4587,196.060275,51.7482,438.732975,27.1949,100.2984325,3.66522999999999,40.2871475,"error3","Component2","None",4,4,4,4,3
"199",199,"MID11049","model4",21,6,1,29,55.2,6,90,0,0,0,22.31818182,15,90,1,1,2,4,0,2,133.0145,170.719280519805,425.3551,446.517495189304,79.44325,100.615880278646,43.21755,40.5080937261027,0,196.6963,0,352.9666,0,89.21877,0,37.6198,0,196.6963,0,352.9666,0,89.21877,0,37.6198,0.202400000000011,190.0857,68.707,442.5322,45.69083,103.329585,1.18528,44.37548,57.5747,169.95815,111.219,442.96525,20.2289,98.9213575,4.84795,53.575665,133.0145,170.719280519805,425.3551,446.517495189304,79.44325,100.615880278646,43.21755,40.5080937261027,"error5","Component4","Component3",1,1,0,4,0
"200",200,"MID11050","model1",22,8,3,19,50,30,90,152,30,274,35.26666667,15,124,2,1,5,3,1,3,117.2304,170.512894825,442.8909,447.757787025,90.60268,101.38025900625,45.7936,40.44909871,11.0777,166.18145,181.5484,402.4599,1.92740000000001,102.9948,5.50514,39.90044,0,171.7203,0,311.6857,0,103.9585,0,42.65301,50.2256,160.70822,289.6282,409.65826,33.676,125.98004,11.21035,40.145572,21.3188,186.5217,238.8204,395.572566666667,34.0986,115.4038,7.66973,51.4545566666667,0,150.2814,0,444.8872,0,97.99559,0,45.10454,"error4","Component3","Component4",1,1,5,4,0
"201",201,"MID11051","model2",22,10,0,20,35.77777778,15,60,0,0,0,29.82352941,15,117,4,4,3,3,2,3,117.2277,170.262564428607,390.3782,445.209733170793,83.17853,101.040298275819,46.97628,40.4599832133033,38.4605,162.065025,124.667,381.3905,26.3877,100.6054475,15.84233,42.9406325,38.4605,162.065025,124.667,381.3905,26.3877,100.6054475,15.84233,42.9406325,29.4884,152.6007,56.1464999999999,486.937633333333,24.09892,108.591593333333,7.38508,43.49379,16.5355,153.804933333333,100.6967,483.516433333333,50.63542,110.78086,7.33918,55.5508866666667,25.4997,166.86605,42.0673,483.17675,0.350679999999997,94.10169,3.87605,39.270665,"error2, error3","Component2","None",4,4,2,3,0
"202",202,"MID11052","model3",21,9,3,20,41.125,14,120,304,304,304,27.4375,15,94,3,3,1,4,3,3,118.094,170.568744955619,399.9663,445.976371346418,83.3516,100.618441820228,45.44477,40.3977211301413,17.7975,170.843966666667,133.0085,353.243166666667,28.06923,105.539656666667,2.79412,36.7917233333333,17.7975,170.843966666667,133.0085,353.243166666667,28.06923,105.539656666667,2.79412,36.7917233333333,0,147.8046,0,448.0793,0,106.8266,0,38.29976,20.9212,162.00145,137.3258,459.35755,20.53364,106.13794,5.80473,50.2030975,27.8387,164.080633333333,100.5698,499.879666666667,7.2437,104.0149,5.94911,42.5138166666667,"error5","Component4","Component1, Component3, Component4",3,3,0,4,1
"203",203,"MID11053","model4",20,9,0,26,36.625,15,120,0,0,0,22.76190476,13,90,2,2,0,4,2,0,115.4558,170.712364083979,556.3019,446.054372019495,94.28599,100.706692031992,42.69426,40.471123944014,2.09190000000001,165.50445,90.6346,353.8098,11.13074,103.94233,4.0594,37.50869,2.09190000000001,165.50445,90.6346,353.8098,11.13074,103.94233,4.0594,37.50869,115.4558,170.712364083979,556.3019,446.054372019495,94.28599,100.706692031992,42.69426,40.471123944014,14.9504,178.6717,65.9013,443.5463,20.06843,94.4172375,12.62331,46.4142975,12.9914,202.5465,26.8715,380.14495,4.6236,105.8584,7.42246,40.27549,"error5","Component4","None",2,2,0,4,2
"204",204,"MID11054","model4",20,8,0,25,45,15,75,0,0,0,25.45,15,104,4,3,0,4,2,2,117.9422,170.6774787875,387.4666,446.3245964125,94.43361,100.783793815,46.30723,40.6098006425,38.5629,158.2025,191.455,436.448625,20.79829,101.7715625,7.21107000000001,43.0490475,38.5629,156.632866666667,101.6128,399.1634,16.17129,98.26115,6.50247,44.13716,117.9422,170.6774787875,387.4666,446.3245964125,94.43361,100.783793815,46.30723,40.6098006425,9.99549999999999,175.6157,136.8092,414.172525,14.65941,94.7384425,11.29266,50.6294575,1.45699999999999,182.0779,71.3751,438.72135,2.62194,96.98723,3.52893,38.362625,"error2, error5","Component4","None",3,3,0,4,1
"205",205,"MID11055","model3",20,9,1,22,31.875,15,60,0,0,0,27.33333333,15,105,3,4,1,4,2,2,111.9477,170.795888861108,375.489,446.731049468684,92.15914,100.538514690586,42.48053,40.4058172596575,28.3381,156.5534,62.608,385.0636,20.32916,94.1708766666667,15.80089,39.5177166666667,29.0737,160.4871,108.39,405.927225,20.32916,94.3933925,15.80089,39.7384125,0,179.8287,0,467.2499,0,91.12901,0,34.59082,17.4074,179.3456,42.1323,443.755925,24.61293,97.421365,15.24777,45.3504525,4.16370000000001,185.17775,82.8579,407.38105,1.79089999999999,103.88365,0.266190000000002,42.754465,"error3, error5","Component4","Component2",3,3,0,4,2
"206",206,"MID11056","model4",21,8,1,23,32.14285714,15,60,0,0,0,29,15,105,3,4,1,3,3,2,108.7556,170.8295366875,475.674,445.1919311875,94.23284,100.7629632625,43.84526,40.46907773875,11.9421,160.0493,119.833,387.549233333333,5.3116,103.041,8.58208,40.5098566666667,11.9421,159.7987,119.833,384.0264,6.70320000000001,103.9928,8.58208,40.144845,0,189.8125,0,439.4284,0,85.70839,0,44.49632,5.60589999999999,171.561433333333,67.6371,446.635866666667,32.83257,91.52863,10.15838,49.6086533333333,27.7132,190.043566666667,65.8931,448.432533333333,26.44627,89.5304366666667,19.93364,36.6768466666667,"error3","Component2, Component4","Component2",3,3,0,3,3
"207",207,"MID11057","model4",21,12,1,17,33.2,15,75,0,0,0,31.46666667,15,75,3,4,2,6,5,5,129.2984,170.945100938204,421.055,446.995698123593,89.88837,100.536437782087,43.90131,40.5945174793595,57.7,166.658966666667,93.2194,395.861033333333,18.4483,120.238466666667,8.38415,50.0737966666667,57.7,169.84215,93.2194,394.941775,27.0717,116.402425,17.1702,46.50627,36.7464,176.4818,16.657,408.6123,8.76331999999999,101.27884,1.932,35.12304,57.5948,164.563633333333,180.5824,436.0514,31.47637,95.1613783333333,8.94336,47.8500683333333,37.9906,178.52236,158.5353,409.46348,58.85572,95.41063,18.49796,46.203776,"error5","Component4","Component3",4,4,0,5,5
"208",208,"MID11058","model4",21,10,0,19,37.5,15,75,0,0,0,28.17647059,15,75,5,4,0,4,2,1,123.3467,170.9172938625,402.477,445.2799810625,90.06133,100.7589969425,43.46851,40.52592226375,46.1826,163.06178,78.7989,406.20196,13.82856,96.391362,14.78732,36.046312,45.5417,165.8648,78.7989,407.599725,13.82856,96.1682475,14.78732,36.8982675,123.3467,170.9172938625,402.477,445.2799810625,90.06133,100.7589969425,43.46851,40.52592226375,49.8131,179.648575,172.3134,464.156725,9.07024,105.450015,4.19729,46.5226475,15.0174,195.5034,44.6606,448.2903,14.44252,99.97874,8.7766,44.16739,"error2","Component2, Component4","None",4,4,0,5,3
"209",209,"MID11059","model1",20,7,2,20,51,15,90,396,396,396,29.47058824,15,81,5,4,3,1,1,2,134.8589,170.137165691789,489.1406,445.581326984127,89.57895,100.936520988626,41.75452,40.1913185264342,16.7651,162.69584,229.4259,355.53598,17.0655,108.71814,14.51976,36.4152,16.7651,164.552125,172.9257,328.309325,11.1052,110.60885,4.63844,33.951475,6.3623,165.971866666667,141.7428,345.1972,22.3964,119.307066666667,1.81384,35.3000966666667,0,161.2214,0,473.9794,0,97.31919,0,53.48688,0,213.572,0,412.2931,0,100.4776,0,34.84861,"error2","Component2","Component1, Component3",5,5,3,1,0
"210",210,"MID11060","model3",20,9,0,18,34.28571429,15,60,0,0,0,31.6,15,99,4,4,0,4,4,3,121.4988,170.699049818727,425.8256,447.628193861733,88.34375,100.655003645456,48.50136,40.5946074921865,27.982,170.3606,135.9225,406.09975,14.55171,99.43308,1.25457,45.18599,27.982,170.3606,135.9225,406.09975,14.55171,99.43308,1.25457,45.18599,121.4988,170.699049818727,425.8256,447.628193861733,88.34375,100.655003645456,48.50136,40.5946074921865,53.6875,178.2973,155.3712,443.362025,15.58932,89.661465,14.26082,49.5203025,46.8936,182.91105,165.9318,468.875875,5.49945,98.2456225,9.38465,40.15708,"error1, error2, error3, error5","Component2, Component4","None",4,4,0,5,2
"211",211,"MID11061","model3",20,6,0,21,54,15,150,0,0,0,29.22222222,15,91,2,2,0,3,1,0,114.3059,170.719009657671,432.695,446.589561856572,93.39501,100.887162402549,49.81749,40.45730251999,10.2875,178.77145,26.5258,388.2159,5.23727000000001,97.791165,1.30428999999999,41.933985,10.2875,178.77145,26.5258,388.2159,5.23727000000001,97.791165,1.30428999999999,41.933985,114.3059,170.719009657671,432.695,446.589561856572,93.39501,100.887162402549,49.81749,40.45730251999,25.023,163.9402,100.9208,432.6659,29.24309,93.7667766666667,22.55291,48.4414866666667,0,171.3213,0,391.1282,0,91.53324,0,51.79303,"error5","Component4","None",2,2,0,3,1
"212",212,"MID11062","model3",20,10,1,16,35,15,75,0,0,0,26.2,15,75,4,3,0,4,5,3,138.5035,170.884171889459,450.1147,446.885122946105,82.88053,100.659670357634,49.05408,40.518497725397,22.6823,174.596775,83.6009,396.051775,15.46479,101.6208425,7.39535,42.3888675,19.8234,172.073366666667,63.5331,380.754366666667,15.03909,99.07939,7.39535,41.90934,138.5035,170.884171889459,450.1147,446.885122946105,82.88053,100.659670357634,49.05408,40.518497725397,39.3691,183.0489,145.5923,458.947225,8.73830000000001,103.3992,12.53004,49.4002675,41.1885,187.56702,90.143,438.44172,19.70864,100.321692,16.51273,40.98262,"error1","Component4","Component4",3,3,0,4,3
"213",213,"MID11063","model4",20,9,3,21,37.5,15,60,152,30,274,24.38888889,15,79,3,4,0,3,5,3,124.0428,171.152511702926,477.6892,447.193168542136,88.49261,100.671138354589,38.43648,40.485267911978,36.8326,160.1631,67.2772,427.792833333333,19.35808,104.65244,9.35037,43.4565,36.8326,158.186225,67.2772,431.127175,19.35808,104.410555,9.35037,43.881455,124.0428,171.152511702926,477.6892,447.193168542136,88.49261,100.671138354589,38.43648,40.485267911978,45.3826,170.050233333333,174.1445,499.915166666667,27.38448,101.900773333333,12.99433,50.5436233333333,55.1183,176.81372,94.178,454.23182,3.63777999999999,98.761686,18.86211,35.259556,"error1","Component1, Component2, Component4","Component3",3,3,0,3,3
"214",214,"MID11064","model3",21,10,1,24,34.77777778,15,60,0,0,0,27.66666667,15,105,2,3,1,3,4,2,119.8006,171.072438154769,403.1165,446.900241305163,88.72849,100.646260942618,44.69714,40.4409731328916,2.96369999999999,168.04185,39.0373,307.74505,5.62863,102.779785,7.42342,40.56548,3.6978,167.3032,39.0373,308.925733333333,6.37107,101.5942,15.38222,36.67531,0,175.8123,0,467.1956,0,96.56316,0,51.9158,17.2854,165.843666666667,85.6269,461.877066666667,16.08395,95.21067,9.78247,47.63982,20.0794,192.80945,95.9336,445.7366,9.6242,105.242975,11.97682,39.57392,"error1","Component1, Component4","Component1",2,2,0,3,4
"215",215,"MID11065","model4",20,4,2,29,100,15,150,0,0,0,23.4,15,90,2,2,0,1,2,1,121.5623,170.601143347908,440.7007,446.95424660837,89.39799,100.99267937539,50.33868,40.3816765996252,7.0856,169.7666,28.6613,393.00605,10.09977,96.907915,1.76024,43.05095,7.0856,169.7666,28.6613,393.00605,10.09977,96.907915,1.76024,43.05095,121.5623,170.601143347908,440.7007,446.95424660837,89.39799,100.99267937539,50.33868,40.3816765996252,0,183.3403,0,402.1096,0,107.5521,0,64.51723,23.2878,196.8574,127.4594,430.5155,1.42614,97.57337,17.4746,44.91596,"error1, error2, error3","Component2","Component2, Component4",2,2,0,1,1
"216",216,"MID11066","model3",20,6,3,20,63,15,105,30,30,30,31.25,15,150,0,0,3,3,2,3,127.9885,171.003443351662,373.1858,447.295632029493,84.47243,100.688293980255,43.54818,40.490707788053,127.9885,171.003443351662,373.1858,447.295632029493,84.47243,100.688293980255,43.54818,40.490707788053,127.9885,171.003443351662,373.1858,447.295632029493,84.47243,100.688293980255,43.54818,40.490707788053,37.3966,170.6154,72.5264,415.264366666667,31.48595,104.53555,7.14592,35.6919266666667,44.4729,174.725866666667,37.1724,403.971533333333,3.25554000000001,101.995153333333,3.20399999999999,50.2417266666667,31.2388,189.7096,7.33880000000005,461.4453,3.40819999999999,109.1743,9.1791,35.46599,"error4, error5","Component4","Component1, Component3, Component4",0,0,0,3,2
"217",217,"MID11067","model2",21,15,2,15,26.25,15,75,0,0,0,38.91666667,15,150,6,4,4,4,3,1,122.6749,171.123554584115,382.4609,445.760985603502,94.34436,101.344390420263,50.70631,40.6277229756098,30.7093,162.450366666667,129.168,380.509816666667,36.42259,97.79385,9.57557,42.8334083333333,27.6236,163.9409,127.0453,367.7722,36.42259,97.008735,6.89014,42.440345,18.6262,171.805975,284.9004,519.97135,32.5157,119.0382,9.92664,36.14588,33.7711,165.5801,68.805,439.0433,55.66439,101.09919,15.13083,51.9409675,44.012,189.5707,193.6224,526.393233333333,39.6892,124.076166666667,10.07563,37.7641266666667,"error2","Component2, Component3, Component4","Component1, Component2",6,5,5,5,4
"218",218,"MID11068","model4",20,9,0,16,35.625,15,75,0,0,0,38.91666667,15,182,5,6,0,2,3,2,124.3707,170.925864208026,391.6239,444.744266670834,110.00963,100.866959578697,39.94611,40.3896312201525,48.0875,171.45328,148.3346,385.2867,39.09355,100.730878,13.80275,42.555874,48.0875,174.733983333333,246.0572,411.2951,39.09355,101.569365,13.80275,42.8486983333333,124.3707,170.925864208026,391.6239,444.744266670834,110.00963,100.866959578697,39.94611,40.3896312201525,60.6601,170.68985,63.0747,474.79615,9.06459000000001,92.198875,1.12273,56.232515,39.889,181.9657,91.6399,452.638933333333,19.85647,104.95281,3.60624,44.53206,"error3","Component2","None",5,5,0,2,2
"219",219,"MID11069","model3",21,7,3,19,60,30,120,75,30,120,31.17647059,15,125,3,3,2,2,4,5,118.7639,170.489164995624,432.1783,446.09989936242,86.90683,100.638003214152,49.43913,40.3833688248531,61.0342,179.5141,244.4736,407.737933333333,15.83981,100.63183,4.45679,38.3036366666667,61.0342,181.326133333333,154.4545,366.040166666667,5.87221,96.5291933333333,4.62276,40.0584866666667,19.4569,172.91935,4.13480000000004,398.9187,27.01804,105.22878,1.74161,29.189715,8.71190000000001,154.37095,17.5343,386.49685,22.86056,90.24132,6.80079,55.524675,37.2635,200.036125,92.3933000000001,454.498975,32.91287,102.7324825,12.47921,44.6987575,"error1","Component1","Component1, Component2, Component3",3,3,0,2,4
"220",220,"MID11070","model3",21,6,1,24,57,30,90,0,0,0,21.9,15,78,3,1,0,4,2,3,122.8685,170.267338832646,423.0695,447.779450256218,89.74276,100.666325975503,49.35327,40.5638058630171,47.8268,162.4207,88.4520000000001,473.5689,26.12688,101.268276666667,2.84365,39.7788533333333,0,189.3791,0,438.7711,0,118.3488,0,38.36833,122.8685,170.267338832646,423.0695,447.779450256218,89.74276,100.666325975503,49.35327,40.5638058630171,31.5332,164.9041,100.3408,439.20615,13.17641,104.8411725,12.38633,50.0522275,2.46769999999998,171.40445,156.724,394.8068,6.26698999999999,95.372885,0.544089999999997,39.940635,"error5","Component4","Component1",1,1,0,4,1
"221",221,"MID11071","model3",21,10,1,18,39.375,15,60,0,0,0,28.73333333,15,75,6,5,0,4,2,2,117.3693,170.95673991749,399.1818,445.027793211651,104.71803,100.66049831854,42.05099,40.52274903988,51.7272,176.441916666667,208.637,334.105733333333,24.85919,102.811761666667,12.70927,41.1187466666667,51.7272,176.2826,208.637,315.8116,20.90138,104.861772,12.70927,41.213858,117.3693,170.95673991749,399.1818,445.027793211651,104.71803,100.66049831854,42.05099,40.52274903988,30.4995,168.36935,63.5513,478.4939,11.18801,97.4131975,10.95296,47.180845,32.6601,178.25965,31.7828,337.3228,0.0387999999999948,109.8773,3.34125,41.821645,"error2","Component2","Component2",6,6,0,3,3
"222",222,"MID11072","model2",21,12,1,14,25.90909091,15,60,0,0,0,43.58333333,15,135,3,3,5,4,1,1,108.6512,170.581506952607,408.7242,445.431990871577,108.89591,101.515312224584,42.28245,40.5502037501563,48.0263,161.346866666667,46.3712,360.126566666667,29.47674,108.064186666667,15.50183,49.20872,48.0263,161.346866666667,46.3712,360.126566666667,29.47674,108.064186666667,15.50183,49.20872,19.2096,169.90198,195.6347,455.05522,19.6076,123.42588,7.19377,43.319988,35.2881,154.51515,88.6377,431.0079,14.32574,95.1274425,15.51718,49.3902775,0,195.5068,0,501.1808,0,110.8061,0,38.90788,"error4","Component3","Component1",3,3,5,3,1
"223",223,"MID11073","model2",20,10,2,19,37.5,15,105,0,0,0,25.53333333,15,60,2,2,6,3,2,3,115.901,170.794912165541,455.3934,447.192516604151,109.36675,101.112531012753,42.75159,40.3907799024756,41.1648,192.4218,22.3858,352.665,9.99279999999999,103.2419,4.79637,42.116515,41.1648,192.4218,22.3858,352.665,9.99279999999999,103.2419,4.79637,42.116515,21.4343,175.517233333333,240.0751,451.281366666667,29.2344,116.541366666667,13.19807,41.0055416666667,18.5022,171.932866666667,43.8692,479.317133333333,15.37174,105.569386666667,6.83055,53.8957466666667,23.5194,183.5991,117.1362,422.426,2.9806,99.7358,0.648590000000006,44.838995,"error4","Component3","Component1, Component3",3,3,4,2,3
"224",224,"MID11074","model4",20,8,1,21,45.71428571,15,105,0,0,0,23.88888889,15,90,2,2,0,2,4,1,126.3433,170.91691792052,443.1979,446.778042214446,93.69042,101.025311752062,42.40197,40.3391473831542,19.415,173.5341,166.8516,335.3866,3.3708,112.9166,3.78286,38.0265,19.415,173.5341,166.8516,335.3866,3.3708,112.9166,3.78286,38.0265,126.3433,170.91691792052,443.1979,446.778042214446,93.69042,101.025311752062,42.40197,40.3391473831542,37.4354,185.4196,101.447,421.9836,0.0454599999999914,98.91081,4.79531,51.446505,43.8628,199.984575,55.4502,470.4616,19.79164,98.3618375,12.50251,39.1617575,"error1","Component1, Component4","Component3",2,2,0,2,3
"225",225,"MID11075","model4",20,6,0,27,60,30,105,0,0,0,19.4,15,30,3,2,0,2,3,2,118.0617,170.847326015244,468.4573,446.845940622267,91.76902,100.760940528552,43.96453,40.4760612007997,35.1111,181.937433333333,101.5599,294.653933333333,2.46605000000001,99.6223233333333,4.88162000000001,41.3833633333333,6.85749999999999,171.37665,46.894,268.6163,2.46605000000001,99.851075,3.89439,42.361505,118.0617,170.847326015244,468.4573,446.845940622267,91.76902,100.760940528552,43.96453,40.4760612007997,34.0361,188.06635,142.0588,449.9805,3.79988,92.49838,0.473529999999997,47.032845,49.0641,191.9229,63.7552,483.056866666667,17.84616,100.352413333333,8.28242,43.6605633333333,"error1, error2","Component1, Component2, Component4","None",2,2,0,3,3
"226",226,"MID11076","model3",20,6,1,27,63,30,90,0,0,0,23.15789474,15,90,2,2,0,3,1,0,131.1637,170.751400212394,403.9217,447.932409932534,96.11462,100.84416403923,39.19489,40.4147745177411,11.6444,168.9234,36.377,363.3353,11.36752,90.25954,8.51695,46.603215,11.6444,168.9234,36.377,363.3353,11.36752,90.25954,8.51695,46.603215,131.1637,170.751400212394,403.9217,447.932409932534,96.11462,100.84416403923,39.19489,40.4147745177411,19.3793,165.462233333333,64.9804,522.7222,20.70914,106.40682,2.04967,57.7692766666667,0,154.3826,0,416.9684,0,99.89372,0,47.17806,"error5","Component4","Component3",2,2,0,3,1
"227",227,"MID11077","model3",20,8,2,17,38.57142857,15,60,304,304,304,33.0625,15,139,4,4,1,4,1,3,115.9251,171.004823652957,415.8826,447.157576209526,89.97682,100.642974174272,42.04441,40.5472250756345,33.4916,182.727825,112.3256,408.29165,16.04476,102.44526,15.30952,39.79681,28.2876,190.943225,144.5325,359.90715,18.28046,103.004185,13.35081,40.2864875,0,204.8274,0,522.6328,0,103.9042,0,30.55564,39.9219,176.617525,67.2434000000001,493.630025,22.58908,96.8264225,4.10717,48.8926425,0,170.9473,0,448.1118,0,113.5897,0,45.78916,"error2, error3, error5","Component4","Component4",3,3,0,4,1
